Query,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
Harry Potter,20,16,18.0,18.0,29.0,47.0,28.0,20.0,16.0,16.0,17.0,22.0,18.0,14.0,15.0,15.0,20.0,21.0,56.0,30.0,23.0,29.0,57.0,39.0,23.0,17.0,18.0,16.0,13.0,13.0,14.0,13.0,11.0,13.0,19.0,20.0,17.0,16.0,14.0,15.0,17.0,25.0,100.0,32.0,16.0,15.0,16.0,16.0,14.0,11.0,11.0,10.0,11.0,10.0,13.0,14.0,9.0,9.0,12.0,12.0,11.0,8.0,10.0,10.0,10.0,14.0,49.0,19.0,11.0,10.0,11.0,14.0,10.0,9.0,9.0,8.0,9.0,13.0,16.0,12.0,11.0,15.0,44.0,24.0,15.0,11.0,12.0,17.0,14.0,18.0,59.0,25.0,15.0,15.0,16.0,15.0,13.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,8.0,8.0,10.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,11.0,10.0,9.0,10.0,9.0,11.0,10.0,9.0,8.0,8.0,9.0,10.0,12.0,12.0,10.0,11.0,11.0,12.0,13.0,11.0,10.0,11.0,10.0,11.0,13.0,16.0,12.0,14.0,19.0,16.0,15.0,12.0,11.0,11.0,10.0,12.0,13.0,12.0,11.0,12.0,13.0,14.0,15.0,12.0,12.0,11.0,12.0,11.0,12.0,13.0,13.0,14.0,19.0,17.0,13.0,12.0,11.0,11.0,10.0,12.0,12.0,11.0,11.0,12.0,13.0,14.0,13.0,10.0,13.0,17.0,15.0,13.0,13.0,14.0,18.0,18.0,19.0,20.0,17.0,14.0,12.0,14.0,11.0,11.0,13.0,12.0,11.0,12.0,16.0,18.0,23.0,13.0,12.0,13.0,10.0,10.0,10.0,11.0,11.0,14.0,13.0,14.0,13.0,19.0,12.0,12.0
Lord of the Rings,100,51,45.0,28.0,34.0,28.0,23.0,22.0,20.0,21.0,27.0,37.0,24.0,19.0,17.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,18.0,13.0,12.0,14.0,13.0,11.0,10.0,11.0,10.0,10.0,9.0,12.0,15.0,10.0,10.0,10.0,13.0,14.0,11.0,10.0,10.0,10.0,8.0,8.0,10.0,9.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,10.0,13.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,10.0,9.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,11.0,24.0,16.0,10.0,10.0,9.0,7.0,8.0,7.0,8.0,6.0,7.0,8.0,15.0,12.0,8.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,14.0,11.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Final Fantasy,100,94,93.0,81.0,77.0,75.0,80.0,71.0,64.0,62.0,54.0,61.0,53.0,52.0,49.0,49.0,50.0,49.0,53.0,52.0,67.0,56.0,47.0,51.0,46.0,41.0,45.0,50.0,52.0,47.0,47.0,45.0,39.0,41.0,55.0,51.0,43.0,48.0,48.0,40.0,37.0,36.0,37.0,35.0,33.0,31.0,28.0,38.0,32.0,31.0,33.0,31.0,30.0,31.0,38.0,36.0,27.0,25.0,25.0,31.0,29.0,25.0,25.0,27.0,25.0,30.0,28.0,32.0,27.0,24.0,24.0,30.0,29.0,29.0,60.0,35.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,11.0,11.0,9.0,11.0,13.0,11.0,10.0,8.0,9.0,11.0,11.0,11.0,12.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,10.0,26.0,12.0,7.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,7.0,5.0,5.0,5.0,7.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0
Tomb Raider,36,28,25.0,22.0,22.0,20.0,23.0,23.0,19.0,19.0,16.0,21.0,20.0,19.0,17.0,18.0,18.0,18.0,19.0,18.0,14.0,15.0,14.0,17.0,17.0,18.0,20.0,100.0,49.0,31.0,27.0,22.0,18.0,17.0,16.0,20.0,21.0,17.0,17.0,16.0,27.0,54.0,36.0,26.0,19.0,17.0,19.0,25.0,26.0,20.0,19.0,15.0,14.0,16.0,19.0,20.0,16.0,18.0,43.0,46.0,35.0,24.0,20.0,19.0,16.0,18.0,17.0,17.0,13.0,13.0,13.0,15.0,15.0,12.0,12.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shrek,12,13,12.0,18.0,67.0,89.0,100.0,46.0,32.0,30.0,40.0,30.0,27.0,22.0,20.0,17.0,17.0,15.0,13.0,13.0,12.0,12.0,15.0,14.0,13.0,11.0,10.0,10.0,10.0,10.0,11.0,9.0,10.0,10.0,11.0,14.0,14.0,13.0,14.0,19.0,55.0,71.0,43.0,23.0,19.0,17.0,21.0,26.0,15.0,12.0,11.0,9.0,10.0,10.0,9.0,8.0,9.0,10.0,10.0,13.0,10.0,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,13.0,10.0,9.0,10.0,13.0,30.0,33.0,52.0,27.0,18.0,17.0,18.0,23.0,15.0,12.0,11.0,10.0,10.0,13.0,12.0,11.0,10.0,12.0,12.0,12.0,10.0,9.0,13.0,12.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,11.0,10.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,11.0,9.0,10.0,10.0,13.0,11.0,12.0,12.0,11.0,10.0,10.0,11.0,12.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,11.0,10.0,10.0,9.0,10.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,12.0,12.0,13.0,14.0,12.0,12.0,11.0,10.0,10.0,11.0,11.0,12.0,12.0,11.0,11.0,16.0,14.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,13.0,12.0,16.0,16.0,14.0,13.0,12.0,13.0,12.0,15.0,13.0,16.0,18.0,16.0,14.0,17.0
Morpheus,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,36.0,40.0,47.0,39.0,38.0,35.0,31.0,30.0,27.0,27.0,29.0,26.0,32.0,34.0,30.0,31.0,28.0,27.0,30.0,32.0,30.0,30.0,26.0,35.0,30.0,33.0,29.0,28.0,25.0,26.0,29.0,29.0,28.0,26.0,24.0,24.0,29.0,30.0,27.0,30.0,27.0,33.0,68.0,44.0,42.0,47.0,35.0,37.0,49.0,42.0,40.0,43.0,37.0,34.0,49.0,40.0,41.0,56.0,39.0,38.0,47.0,44.0,41.0,42.0,35.0,30.0,31.0,27.0,26.0,24.0,20.0,20.0,29.0,27.0,25.0,24.0,21.0,25.0,26.0,24.0,24.0,20.0,18.0,20.0,19.0,19.0,21.0,19.0,21.0,21.0,23.0,23.0,23.0,27.0,24.0,26.0,32.0,32.0,33.0,36.0,33.0,29.0,30.0,33.0,32.0,31.0,33.0,30.0,28.0,28.0,33.0,30.0,31.0,26.0,23.0,25.0,25.0,25.0,24.0,27.0,23.0,23.0,24.0,25.0,26.0,26.0,24.0,24.0,22.0,23.0,23.0,23.0,37.0,27.0,30.0,55.0,46.0,33.0,31.0,37.0,32.0,31.0,27.0,100.0,56.0,49.0,42.0,36.0,45.0,39.0,41.0,42.0
Napster,71,63,55.0,47.0,62.0,62.0,58.0,57.0,61.0,57.0,65.0,69.0,68.0,100.0,77.0,61.0,62.0,56.0,55.0,53.0,51.0,54.0,53.0,69.0,56.0,48.0,40.0,37.0,56.0,49.0,48.0,46.0,47.0,48.0,46.0,51.0,44.0,38.0,41.0,37.0,36.0,37.0,32.0,31.0,33.0,31.0,34.0,39.0,30.0,31.0,30.0,34.0,33.0,28.0,29.0,28.0,30.0,28.0,29.0,33.0,28.0,25.0,23.0,24.0,23.0,20.0,19.0,19.0,19.0,21.0,21.0,22.0,19.0,18.0,16.0,14.0,14.0,12.0,13.0,13.0,15.0,29.0,27.0,23.0,25.0,23.0,18.0,16.0,15.0,13.0,13.0,13.0,14.0,14.0,13.0,12.0,11.0,9.0,9.0,10.0,8.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gnutella,100,86,74.0,63.0,67.0,68.0,70.0,63.0,74.0,75.0,76.0,63.0,69.0,63.0,61.0,57.0,60.0,56.0,50.0,56.0,55.0,55.0,50.0,51.0,48.0,47.0,38.0,40.0,35.0,32.0,33.0,34.0,34.0,31.0,32.0,33.0,31.0,28.0,26.0,23.0,19.0,21.0,18.0,19.0,18.0,17.0,16.0,18.0,15.0,13.0,13.0,11.0,11.0,11.0,12.0,11.0,10.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,8.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazaa,100,81,71.0,66.0,62.0,62.0,61.0,61.0,54.0,57.0,49.0,49.0,43.0,37.0,35.0,31.0,28.0,26.0,25.0,23.0,23.0,23.0,19.0,20.0,19.0,16.0,13.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Audiogalaxy,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,41.0,56.0,61.0,59.0,90.0,100.0,98.0,87.0,89.0,93.0,88.0,70.0,57.0,59.0,63.0,63.0,59.0,67.0,51.0,56.0,59.0,50.0,46.0,46.0,37.0,40.0,44.0,39.0,58.0,37.0,73.0,30.0,20.0,14.0,12.0,12.0,10.0,8.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,4.0,8.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
Beatles,56,69,59.0,57.0,56.0,52.0,46.0,43.0,48.0,49.0,52.0,57.0,51.0,56.0,50.0,53.0,55.0,51.0,46.0,46.0,48.0,49.0,51.0,61.0,49.0,48.0,46.0,46.0,44.0,42.0,38.0,39.0,39.0,41.0,50.0,52.0,44.0,41.0,39.0,38.0,39.0,42.0,36.0,35.0,37.0,42.0,42.0,42.0,40.0,45.0,46.0,45.0,43.0,39.0,36.0,36.0,36.0,38.0,38.0,39.0,37.0,35.0,39.0,39.0,38.0,45.0,41.0,47.0,100.0,57.0,52.0,57.0,49.0,44.0,38.0,44.0,41.0,38.0,36.0,38.0,36.0,41.0,49.0,49.0,38.0,38.0,36.0,34.0,34.0,35.0,31.0,32.0,31.0,34.0,34.0,35.0,31.0,34.0,34.0,36.0,35.0,33.0,35.0,33.0,32.0,34.0,31.0,34.0,30.0,31.0,30.0,29.0,28.0,30.0,26.0,27.0,27.0,28.0,29.0,28.0,30.0,48.0,31.0,27.0,29.0,26.0,25.0,26.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,24.0,22.0,23.0,21.0,22.0,21.0,22.0,23.0,27.0,22.0,22.0,22.0,21.0,20.0,19.0,19.0,19.0,25.0,23.0,37.0,33.0,26.0,23.0,22.0,21.0,22.0,22.0,20.0,20.0,19.0,19.0,20.0,20.0,19.0,18.0,19.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,20.0,19.0,18.0,20.0,19.0,17.0,19.0,21.0,21.0,21.0,21.0,19.0,20.0,20.0,19.0,19.0,19.0,24.0,22.0,19.0,19.0,17.0,16.0,15.0,14.0,17.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,14.0,15.0,23.0,26.0,20.0,17.0,15.0,16.0,14.0,16.0,15.0,14.0,13.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0
U2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,99.0,100.0,72.0,64.0,95.0,58.0,61.0,65.0,80.0,73.0,75.0,82.0,45.0,40.0,46.0,45.0,43.0,36.0,36.0,37.0,36.0,33.0,33.0,30.0,32.0,30.0,29.0,29.0,30.0,30.0,29.0,28.0,27.0,28.0,26.0,26.0,29.0,27.0,29.0,32.0,37.0,37.0,50.0,42.0,32.0,30.0,27.0,29.0,27.0,97.0,62.0,48.0,66.0,37.0,36.0,33.0,32.0,51.0,38.0,40.0,32.0,42.0,36.0,40.0,41.0,29.0,27.0,24.0,23.0,23.0,22.0,23.0,21.0,25.0,23.0,21.0,22.0,62.0,27.0,26.0,28.0,45.0,67.0,52.0,28.0,39.0,40.0,34.0,40.0,42.0,29.0,23.0,22.0,29.0,27.0,22.0,23.0,32.0,27.0,22.0,22.0,20.0,19.0,19.0,19.0,20.0,25.0,20.0,19.0,20.0,20.0,27.0,26.0,19.0,16.0,17.0,20.0,18.0,17.0,16.0,16.0,15.0,17.0,15.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,15.0,15.0,18.0,16.0,15.0,15.0,17.0,16.0,15.0,15.0,14.0,16.0,16.0,16.0,17.0,20.0,21.0,16.0
N Sync,82,69,50.0,59.0,67.0,47.0,48.0,52.0,42.0,45.0,59.0,62.0,39.0,38.0,52.0,45.0,47.0,59.0,51.0,41.0,37.0,37.0,51.0,61.0,55.0,36.0,45.0,45.0,36.0,49.0,100.0,61.0,48.0,50.0,47.0,54.0,53.0,55.0,51.0,40.0,49.0,47.0,51.0,52.0,46.0,53.0,50.0,53.0,47.0,49.0,45.0,41.0,44.0,45.0,38.0,36.0,39.0,37.0,50.0,51.0,41.0,42.0,33.0,37.0,38.0,37.0,42.0,39.0,40.0,49.0,47.0,52.0,42.0,43.0,42.0,45.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,12.0,12.0,11.0,10.0,12.0,11.0,10.0,9.0,10.0,12.0,11.0,19.0,14.0,13.0,20.0,13.0,13.0,14.0,12.0,12.0,12.0,13.0,17.0,16.0,16.0,14.0,13.0,11.0,11.0,12.0,11.0,11.0,11.0,14.0,11.0,10.0,14.0,13.0,13.0,10.0,11.0,13.0,10.0,9.0,8.0,9.0,11.0,11.0,8.0,11.0,10.0,12.0,9.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0
Backstreet Boys,21,21,18.0,18.0,19.0,20.0,20.0,21.0,22.0,24.0,21.0,18.0,18.0,22.0,31.0,56.0,75.0,100.0,70.0,60.0,53.0,50.0,42.0,38.0,34.0,29.0,26.0,22.0,22.0,22.0,20.0,19.0,18.0,18.0,19.0,17.0,16.0,16.0,15.0,16.0,18.0,16.0,17.0,25.0,24.0,33.0,33.0,28.0,24.0,23.0,23.0,22.0,22.0,19.0,18.0,19.0,16.0,17.0,17.0,17.0,16.0,20.0,19.0,17.0,17.0,18.0,19.0,24.0,26.0,34.0,31.0,24.0,18.0,18.0,17.0,19.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
